StateAb,DivisionID,DivisionNm,PartyAb,PartyNm,CandidateID,Surname,GivenNm,Elected,HistoricElected
VIC,213,Gippsland,LDP,LDP,18701,BUCKLEY,Ben,N,N
VIC,213,Gippsland,NP,The Nationals,18703,CHESTER,Darren,Y,N
VIC,213,Gippsland,LP,Liberal,18705,FITZGERALD,Rohan,N,N
VIC,213,Gippsland,ALP,Australian Labor Party,18704,McCUBBIN,Darren,N,N
VIC,213,Gippsland,GRN,Australian Greens,18702,McKELVIE,Malcolm,N,N
